,ZIP,protected,not_protected,bin
22862,56138,0.004,0.996,"(0.002, 0.012]"
22865,4292,0.0,1.0,"(-0.001, 0.002]"
22870,13796,0.02,0.98,"(0.012, 0.022]"
22874,73432,0.046,0.954,"(0.036, 0.054]"
22885,71003,0.08,0.92,"(0.054, 0.083]"
22888,52171,0.003,0.997,"(0.002, 0.012]"
22894,80741,0.131,0.869,"(0.083, 0.139]"
22922,71331,0.069,0.931,"(0.054, 0.083]"
22928,29686,0.006,0.994,"(0.002, 0.012]"
22929,41840,0.0,1.0,"(-0.001, 0.002]"
22931,52658,0.0139999999999999,0.986,"(0.012, 0.022]"
22935,73832,0.096,0.904,"(0.083, 0.139]"
22940,52223,0.0,1.0,"(-0.001, 0.002]"
22955,64163,0.045,0.955,"(0.036, 0.054]"
22988,8555,0.2339999999999999,0.766,"(0.139, 0.278]"
22991,56469,0.0,1.0,"(-0.001, 0.002]"
23006,49950,0.0139999999999999,0.986,"(0.012, 0.022]"
23009,67834,0.016,0.984,"(0.012, 0.022]"
23044,8019,0.104,0.896,"(0.083, 0.139]"
23060,40854,0.011,0.989,"(0.002, 0.012]"
23063,36482,0.0,1.0,"(-0.001, 0.002]"
23064,61075,0.021,0.979,"(0.012, 0.022]"
23084,15729,0.0,1.0,"(-0.001, 0.002]"
23094,48754,0.04,0.96,"(0.036, 0.054]"
23107,3846,0.017,0.983,"(0.012, 0.022]"
23111,51462,0.02,0.98,"(0.012, 0.022]"
23124,61349,0.003,0.997,"(0.002, 0.012]"
23126,93254,0.465,0.5349999999999999,"(0.278, 1.0]"
23140,42344,0.0,1.0,"(-0.001, 0.002]"
23150,99170,0.079,0.921,"(0.054, 0.083]"
23164,59866,0.011,0.989,"(0.002, 0.012]"
23191,69163,0.033,0.967,"(0.022, 0.036]"
23194,21719,0.008,0.992,"(0.002, 0.012]"
23195,47135,0.002,0.998,"(-0.001, 0.002]"
23203,26167,0.0,1.0,"(-0.001, 0.002]"
23212,78870,0.465,0.5349999999999999,"(0.278, 1.0]"
23218,75936,0.09,0.91,"(0.083, 0.139]"
23226,24976,0.0,1.0,"(-0.001, 0.002]"
23229,54854,0.0,1.0,"(-0.001, 0.002]"
23240,62219,0.043,0.957,"(0.036, 0.054]"
23241,72523,0.0,1.0,"(-0.001, 0.002]"
23252,51004,0.034,0.966,"(0.022, 0.036]"
23255,58225,0.023,0.977,"(0.022, 0.036]"
23284,53537,0.04,0.96,"(0.036, 0.054]"
23291,54490,0.0579999999999999,0.942,"(0.054, 0.083]"
23328,50168,0.003,0.997,"(0.002, 0.012]"
23340,29439,0.0,1.0,"(-0.001, 0.002]"
23351,47837,0.0,1.0,"(-0.001, 0.002]"
23355,22938,0.0,1.0,"(-0.001, 0.002]"
23356,23306,0.079,0.921,"(0.054, 0.083]"
23389,27916,0.0,1.0,"(-0.001, 0.002]"
23393,63471,0.0,1.0,"(-0.001, 0.002]"
23394,65692,0.044,0.956,"(0.036, 0.054]"
23402,79848,0.5670000000000001,0.4329999999999999,"(0.278, 1.0]"
23415,83262,0.024,0.976,"(0.022, 0.036]"
23440,56068,0.019,0.981,"(0.012, 0.022]"
23464,62431,0.0,1.0,"(-0.001, 0.002]"
23466,69123,0.0559999999999999,0.944,"(0.054, 0.083]"
23475,71827,0.003,0.997,"(0.002, 0.012]"
23476,73650,0.085,0.915,"(0.083, 0.139]"
23481,15060,0.0,1.0,"(-0.001, 0.002]"
23486,65323,0.015,0.985,"(0.012, 0.022]"
23503,15451,0.0,1.0,"(-0.001, 0.002]"
23512,36505,0.0,1.0,"(-0.001, 0.002]"
23517,93243,0.372,0.6279999999999999,"(0.278, 1.0]"
23526,82523,0.045,0.955,"(0.036, 0.054]"
23531,74333,0.043,0.957,"(0.036, 0.054]"
23538,52037,0.0069999999999999,0.993,"(0.002, 0.012]"
23550,4734,0.0,1.0,"(-0.001, 0.002]"
23554,66945,0.001,0.999,"(-0.001, 0.002]"
23561,45770,0.0,1.0,"(-0.001, 0.002]"
23562,48845,0.004,0.996,"(0.002, 0.012]"
23581,15961,0.008,0.992,"(0.002, 0.012]"
23582,24834,0.0,1.0,"(-0.001, 0.002]"
23585,59086,0.0139999999999999,0.986,"(0.012, 0.022]"
23611,22654,0.061,0.939,"(0.054, 0.083]"
23615,75944,0.017,0.983,"(0.012, 0.022]"
23619,52649,0.022,0.978,"(0.012, 0.022]"
23623,24579,0.002,0.998,"(-0.001, 0.002]"
23627,49853,0.001,0.999,"(-0.001, 0.002]"
23628,52729,0.074,0.926,"(0.054, 0.083]"
23630,70581,0.0,1.0,"(-0.001, 0.002]"
23643,71949,0.0,1.0,"(-0.001, 0.002]"
23651,83246,0.06,0.94,"(0.054, 0.083]"
23653,40176,0.0,1.0,"(-0.001, 0.002]"
23664,72955,0.138,0.862,"(0.083, 0.139]"
23665,83217,0.086,0.914,"(0.083, 0.139]"
23675,56727,0.0,1.0,"(-0.001, 0.002]"
23676,73738,0.077,0.923,"(0.054, 0.083]"
23686,52210,0.024,0.976,"(0.022, 0.036]"
23698,98262,0.045,0.955,"(0.036, 0.054]"
23701,63631,0.0,1.0,"(-0.001, 0.002]"
23717,93043,0.2189999999999999,0.781,"(0.139, 0.278]"
23739,87745,0.56,0.4399999999999999,"(0.278, 1.0]"
23744,57249,0.141,0.859,"(0.139, 0.278]"
23749,71456,0.0,1.0,"(-0.001, 0.002]"
23750,23418,0.2019999999999999,0.798,"(0.139, 0.278]"
23765,63932,0.0,1.0,"(-0.001, 0.002]"
23788,57623,0.0139999999999999,0.986,"(0.012, 0.022]"
23827,20629,0.0579999999999999,0.942,"(0.054, 0.083]"
23858,78159,0.631,0.369,"(0.278, 1.0]"
23859,95303,0.377,0.623,"(0.278, 1.0]"
23889,77663,0.0,1.0,"(-0.001, 0.002]"
23895,79713,0.327,0.673,"(0.278, 1.0]"
23904,70729,0.0,1.0,"(-0.001, 0.002]"
23917,84082,0.012,0.988,"(0.002, 0.012]"
23921,39193,0.009,0.991,"(0.002, 0.012]"
23931,97377,0.348,0.652,"(0.278, 1.0]"
23948,15856,0.01,0.99,"(0.002, 0.012]"
23951,64440,0.0,1.0,"(-0.001, 0.002]"
23956,66033,0.0069999999999999,0.993,"(0.002, 0.012]"
23967,8511,0.359,0.641,"(0.278, 1.0]"
23970,56667,0.0,1.0,"(-0.001, 0.002]"
23984,65470,0.017,0.983,"(0.012, 0.022]"
23989,39656,0.0,1.0,"(-0.001, 0.002]"
24010,75411,0.062,0.938,"(0.054, 0.083]"
24021,95563,0.018,0.982,"(0.012, 0.022]"
24025,61544,0.002,0.998,"(-0.001, 0.002]"
24040,5778,0.085,0.915,"(0.083, 0.139]"
24045,67437,0.038,0.962,"(0.036, 0.054]"
24056,78672,0.019,0.981,"(0.012, 0.022]"
24061,56327,0.005,0.995,"(0.002, 0.012]"
24066,50480,0.024,0.976,"(0.022, 0.036]"
24069,67566,0.027,0.973,"(0.022, 0.036]"
24087,67004,0.016,0.984,"(0.012, 0.022]"
24098,53541,0.0069999999999999,0.993,"(0.002, 0.012]"
24116,52536,0.0,1.0,"(-0.001, 0.002]"
24123,27813,0.034,0.966,"(0.022, 0.036]"
24129,14260,0.12,0.88,"(0.083, 0.139]"
24130,17964,0.052,0.948,"(0.036, 0.054]"
24138,67038,0.002,0.998,"(-0.001, 0.002]"
24146,16440,0.01,0.99,"(0.002, 0.012]"
24149,56083,0.059,0.941,"(0.054, 0.083]"
24165,27314,0.042,0.958,"(0.036, 0.054]"
24168,72835,0.062,0.938,"(0.054, 0.083]"
24176,62058,0.0069999999999999,0.993,"(0.002, 0.012]"
24208,80653,0.147,0.853,"(0.139, 0.278]"
24220,83552,0.0,1.0,"(-0.001, 0.002]"
24226,89425,0.149,0.851,"(0.139, 0.278]"
24234,56042,0.053,0.947,"(0.036, 0.054]"
24249,38927,0.0,1.0,"(-0.001, 0.002]"
24251,59029,0.0,1.0,"(-0.001, 0.002]"
24265,71841,0.055,0.945,"(0.054, 0.083]"
24271,63879,0.001,0.999,"(-0.001, 0.002]"
24277,17097,0.0,1.0,"(-0.001, 0.002]"
24278,26411,0.0,1.0,"(-0.001, 0.002]"
24279,26576,0.059,0.941,"(0.054, 0.083]"
24300,87828,0.5720000000000001,0.4279999999999999,"(0.278, 1.0]"
24303,64001,0.005,0.995,"(0.002, 0.012]"
24311,71642,0.0,1.0,"(-0.001, 0.002]"
24317,46180,0.0,1.0,"(-0.001, 0.002]"
24336,3279,0.0279999999999999,0.972,"(0.022, 0.036]"
24343,87040,0.0,1.0,"(-0.001, 0.002]"
24359,24282,0.0,1.0,"(-0.001, 0.002]"
24363,86017,0.068,0.932,"(0.054, 0.083]"
24377,50483,0.0579999999999999,0.942,"(0.054, 0.083]"
24379,62477,0.0,1.0,"(-0.001, 0.002]"
24389,63380,0.003,0.997,"(0.002, 0.012]"
24399,75853,0.107,0.893,"(0.083, 0.139]"
24411,14784,0.0,1.0,"(-0.001, 0.002]"
24419,27531,0.205,0.795,"(0.139, 0.278]"
24427,86018,0.004,0.996,"(0.002, 0.012]"
24431,56578,0.012,0.988,"(0.002, 0.012]"
24433,68647,0.005,0.995,"(0.002, 0.012]"
24475,99126,0.059,0.941,"(0.054, 0.083]"
24490,69127,0.055,0.945,"(0.054, 0.083]"
24492,89003,0.163,0.837,"(0.139, 0.278]"
24496,28556,0.004,0.996,"(0.002, 0.012]"
24497,38622,0.0,1.0,"(-0.001, 0.002]"
24508,73654,0.061,0.939,"(0.054, 0.083]"
24512,50655,0.018,0.982,"(0.012, 0.022]"
24515,62241,0.0,1.0,"(-0.001, 0.002]"
24518,97345,0.009,0.991,"(0.002, 0.012]"
24526,68634,0.071,0.929,"(0.054, 0.083]"
24527,79547,0.235,0.765,"(0.139, 0.278]"
24546,57270,0.303,0.6970000000000001,"(0.278, 1.0]"
24558,43548,0.053,0.947,"(0.036, 0.054]"
24559,52079,0.0,1.0,"(-0.001, 0.002]"
24560,52766,0.174,0.8260000000000001,"(0.139, 0.278]"
24574,61602,0.153,0.847,"(0.139, 0.278]"
24581,12857,0.004,0.996,"(0.002, 0.012]"
24582,16932,0.032,0.968,"(0.022, 0.036]"
24595,82639,0.012,0.988,"(0.002, 0.012]"
24606,45821,0.054,0.946,"(0.036, 0.054]"
24611,49760,0.054,0.946,"(0.036, 0.054]"
24629,35458,0.0,1.0,"(-0.001, 0.002]"
24631,75959,0.0,1.0,"(-0.001, 0.002]"
24635,21524,0.0,1.0,"(-0.001, 0.002]"
24644,61442,0.0,1.0,"(-0.001, 0.002]"
24651,61261,0.126,0.874,"(0.083, 0.139]"
24658,56080,0.045,0.955,"(0.036, 0.054]"
24666,58228,0.038,0.962,"(0.036, 0.054]"
24671,51639,0.003,0.997,"(0.002, 0.012]"
24677,38236,0.0,1.0,"(-0.001, 0.002]"
24689,68736,0.023,0.977,"(0.022, 0.036]"
24691,74856,0.018,0.982,"(0.012, 0.022]"
24695,36749,0.0,1.0,"(-0.001, 0.002]"
24701,4949,0.0,1.0,"(-0.001, 0.002]"
24719,15676,0.059,0.941,"(0.054, 0.083]"
24724,58740,0.012,0.988,"(0.002, 0.012]"
24756,21723,0.0,1.0,"(-0.001, 0.002]"
24772,62063,0.039,0.961,"(0.036, 0.054]"
24779,15352,0.017,0.983,"(0.012, 0.022]"
24803,75493,0.858,0.142,"(0.278, 1.0]"
24813,57446,0.0069999999999999,0.993,"(0.002, 0.012]"
24820,54731,0.0,1.0,"(-0.001, 0.002]"
24821,66024,0.061,0.939,"(0.054, 0.083]"
24830,62461,0.0,1.0,"(-0.001, 0.002]"
24838,81430,0.024,0.976,"(0.022, 0.036]"
24845,99692,0.156,0.844,"(0.139, 0.278]"
24861,23968,0.0,1.0,"(-0.001, 0.002]"
24863,36569,0.0,1.0,"(-0.001, 0.002]"
24876,88027,1.0,0.0,"(0.278, 1.0]"
24898,61928,0.0,1.0,"(-0.001, 0.002]"
24904,96091,0.0579999999999999,0.942,"(0.054, 0.083]"
24906,4551,0.0,1.0,"(-0.001, 0.002]"
24907,13361,0.05,0.95,"(0.036, 0.054]"
24913,76871,0.054,0.946,"(0.036, 0.054]"
24921,71466,0.0,1.0,"(-0.001, 0.002]"
24925,42361,0.0069999999999999,0.993,"(0.002, 0.012]"
24927,49406,0.01,0.99,"(0.002, 0.012]"
24936,97065,0.057,0.943,"(0.054, 0.083]"
24937,15444,0.14,0.86,"(0.139, 0.278]"
24941,57072,0.013,0.987,"(0.012, 0.022]"
24962,13310,0.0,1.0,"(-0.001, 0.002]"
24966,63622,0.01,0.99,"(0.002, 0.012]"
24972,52335,0.065,0.935,"(0.054, 0.083]"
24977,25106,0.0,1.0,"(-0.001, 0.002]"
24986,41519,0.013,0.987,"(0.012, 0.022]"
25010,1037,0.032,0.968,"(0.022, 0.036]"
25020,14824,0.006,0.994,"(0.002, 0.012]"
25030,15380,0.004,0.996,"(0.002, 0.012]"
25036,97364,0.143,0.857,"(0.139, 0.278]"
25063,13141,0.0,1.0,"(-0.001, 0.002]"
25070,6090,0.023,0.977,"(0.022, 0.036]"
25073,42157,0.0,1.0,"(-0.001, 0.002]"
25077,40927,0.0,1.0,"(-0.001, 0.002]"
25079,62891,0.048,0.952,"(0.036, 0.054]"
25096,72561,0.0069999999999999,0.993,"(0.002, 0.012]"
25097,73063,0.031,0.969,"(0.022, 0.036]"
25121,58521,0.059,0.941,"(0.054, 0.083]"
25125,78067,1.0,0.0,"(0.278, 1.0]"
25130,41766,0.0,1.0,"(-0.001, 0.002]"
25142,42323,0.04,0.96,"(0.036, 0.054]"
25164,26705,0.0,1.0,"(-0.001, 0.002]"
25184,95565,0.105,0.895,"(0.083, 0.139]"
25188,17088,0.0,1.0,"(-0.001, 0.002]"
25189,36052,0.0,1.0,"(-0.001, 0.002]"
25192,55793,0.013,0.987,"(0.012, 0.022]"
25215,62425,0.012,0.988,"(0.002, 0.012]"
25220,31011,0.009,0.991,"(0.002, 0.012]"
25221,45332,0.0,1.0,"(-0.001, 0.002]"
25233,43359,0.036,0.964,"(0.022, 0.036]"
25237,76660,0.293,0.7070000000000001,"(0.278, 1.0]"
25247,49835,0.032,0.968,"(0.022, 0.036]"
25276,15377,0.0,1.0,"(-0.001, 0.002]"
25280,47568,0.123,0.877,"(0.083, 0.139]"
25281,59226,0.047,0.953,"(0.036, 0.054]"
25282,67622,0.1,0.9,"(0.083, 0.139]"
25304,12190,0.0,1.0,"(-0.001, 0.002]"
25310,61334,0.081,0.919,"(0.054, 0.083]"
25317,50001,0.0,1.0,"(-0.001, 0.002]"
25330,29320,0.309,0.6910000000000001,"(0.278, 1.0]"
25336,41365,0.0,1.0,"(-0.001, 0.002]"
25344,26817,0.0,1.0,"(-0.001, 0.002]"
25352,71044,0.012,0.988,"(0.002, 0.012]"
25373,99125,0.0559999999999999,0.944,"(0.054, 0.083]"
25391,50032,0.0,1.0,"(-0.001, 0.002]"
25406,5775,0.006,0.994,"(0.002, 0.012]"
25414,88341,0.026,0.974,"(0.022, 0.036]"
25423,67354,0.09,0.91,"(0.083, 0.139]"
25428,21607,0.216,0.784,"(0.139, 0.278]"
25432,26815,0.0,1.0,"(-0.001, 0.002]"
25440,99341,0.027,0.973,"(0.022, 0.036]"
25452,67732,0.107,0.893,"(0.083, 0.139]"
25460,47846,0.0,1.0,"(-0.001, 0.002]"
25475,20758,0.0,1.0,"(-0.001, 0.002]"
25489,24580,0.0,1.0,"(-0.001, 0.002]"
25490,26320,0.0,1.0,"(-0.001, 0.002]"
25502,6065,0.0,1.0,"(-0.001, 0.002]"
25507,3597,0.019,0.981,"(0.012, 0.022]"
25520,84730,0.032,0.968,"(0.022, 0.036]"
25533,68831,0.051,0.949,"(0.036, 0.054]"
25540,99129,0.067,0.933,"(0.054, 0.083]"
25541,20868,0.617,0.383,"(0.278, 1.0]"
25547,55787,0.074,0.926,"(0.054, 0.083]"
25556,39647,0.0,1.0,"(-0.001, 0.002]"
25573,68841,0.037,0.963,"(0.036, 0.054]"
25583,83425,0.192,0.808,"(0.139, 0.278]"
25616,66031,0.135,0.865,"(0.083, 0.139]"
25622,68947,0.006,0.994,"(0.002, 0.012]"
25639,28434,0.011,0.989,"(0.002, 0.012]"
25655,29934,0.183,0.817,"(0.139, 0.278]"
25675,18851,0.067,0.933,"(0.054, 0.083]"
25678,98585,0.033,0.967,"(0.022, 0.036]"
25694,12174,0.02,0.98,"(0.012, 0.022]"
25713,76402,0.218,0.782,"(0.139, 0.278]"
25730,83549,0.01,0.99,"(0.002, 0.012]"
25773,65543,0.0,1.0,"(-0.001, 0.002]"
25781,39174,0.0069999999999999,0.993,"(0.002, 0.012]"
25789,24484,0.0,1.0,"(-0.001, 0.002]"
25798,84657,0.254,0.746,"(0.139, 0.278]"
25801,41606,0.0,1.0,"(-0.001, 0.002]"
25811,76649,0.133,0.867,"(0.083, 0.139]"
25813,87728,0.74,0.26,"(0.278, 1.0]"
25827,15007,0.0,1.0,"(-0.001, 0.002]"
25851,68532,0.057,0.943,"(0.054, 0.083]"
25869,5742,0.0069999999999999,0.993,"(0.002, 0.012]"
25876,5736,0.0,1.0,"(-0.001, 0.002]"
25877,19550,0.19,0.81,"(0.139, 0.278]"
25881,47965,0.0,1.0,"(-0.001, 0.002]"
25889,71045,0.0,1.0,"(-0.001, 0.002]"
25894,20628,0.068,0.932,"(0.054, 0.083]"
25898,65754,0.0,1.0,"(-0.001, 0.002]"
25902,41616,0.0,1.0,"(-0.001, 0.002]"
25910,95830,0.147,0.853,"(0.139, 0.278]"
25919,20615,0.0,1.0,"(-0.001, 0.002]"
25925,74050,0.038,0.962,"(0.036, 0.054]"
25946,76379,0.166,0.834,"(0.139, 0.278]"
25950,99102,0.003,0.997,"(0.002, 0.012]"
25952,25245,0.0,1.0,"(-0.001, 0.002]"
25964,73647,0.043,0.957,"(0.036, 0.054]"
25976,72950,0.064,0.936,"(0.054, 0.083]"
25981,33930,0.8059999999999999,0.194,"(0.278, 1.0]"
25986,5441,0.122,0.878,"(0.083, 0.139]"
25988,67053,0.0,1.0,"(-0.001, 0.002]"
25998,5072,0.002,0.998,"(-0.001, 0.002]"
26000,57716,0.0,1.0,"(-0.001, 0.002]"
26012,73033,0.563,0.437,"(0.278, 1.0]"
26013,99134,0.18,0.8200000000000001,"(0.139, 0.278]"
26022,66540,0.0,1.0,"(-0.001, 0.002]"
26026,21677,0.0,1.0,"(-0.001, 0.002]"
26030,68378,0.004,0.996,"(0.002, 0.012]"
26035,16623,0.0,1.0,"(-0.001, 0.002]"
26054,45886,0.021,0.979,"(0.012, 0.022]"
26057,59643,0.0279999999999999,0.972,"(0.022, 0.036]"
26062,24924,0.0,1.0,"(-0.001, 0.002]"
26082,49963,0.0,1.0,"(-0.001, 0.002]"
26083,55370,0.002,0.998,"(-0.001, 0.002]"
26091,77974,0.089,0.911,"(0.083, 0.139]"
26106,84338,0.128,0.872,"(0.083, 0.139]"
26120,13841,0.0,1.0,"(-0.001, 0.002]"
26142,51007,0.0,1.0,"(-0.001, 0.002]"
26161,3609,0.0,1.0,"(-0.001, 0.002]"
26183,41159,0.0,1.0,"(-0.001, 0.002]"
26197,61721,0.118,0.882,"(0.083, 0.139]"
26199,65061,0.0,1.0,"(-0.001, 0.002]"
26213,18030,0.149,0.851,"(0.139, 0.278]"
26228,18626,0.0,1.0,"(-0.001, 0.002]"
26240,25118,0.0,1.0,"(-0.001, 0.002]"
26241,36483,0.0069999999999999,0.993,"(0.002, 0.012]"
26245,63541,0.191,0.8089999999999999,"(0.139, 0.278]"
26264,26437,0.0,1.0,"(-0.001, 0.002]"
26281,61482,0.011,0.989,"(0.002, 0.012]"
26291,66852,0.033,0.967,"(0.022, 0.036]"
26293,15775,0.0,1.0,"(-0.001, 0.002]"
26294,16863,0.0,1.0,"(-0.001, 0.002]"
26303,36728,0.0,1.0,"(-0.001, 0.002]"
26316,24613,0.0,1.0,"(-0.001, 0.002]"
26321,47551,0.0,1.0,"(-0.001, 0.002]"
26340,61872,0.013,0.987,"(0.012, 0.022]"
26343,84022,0.136,0.864,"(0.083, 0.139]"
26345,95543,0.127,0.873,"(0.083, 0.139]"
26346,59031,0.0,1.0,"(-0.001, 0.002]"
26347,67645,0.107,0.893,"(0.083, 0.139]"
26354,36374,0.0,1.0,"(-0.001, 0.002]"
26357,61625,0.118,0.882,"(0.083, 0.139]"
26358,61917,0.006,0.994,"(0.002, 0.012]"
26360,89161,0.0,1.0,"(-0.001, 0.002]"
26364,29915,0.3,0.7,"(0.278, 1.0]"
26369,4471,0.019,0.981,"(0.012, 0.022]"
26377,72389,0.0,1.0,"(-0.001, 0.002]"
26402,50160,0.038,0.962,"(0.036, 0.054]"
26405,57471,0.0279999999999999,0.972,"(0.022, 0.036]"
26417,67436,0.038,0.962,"(0.036, 0.054]"
26420,72051,0.0,1.0,"(-0.001, 0.002]"
26426,59443,0.108,0.892,"(0.083, 0.139]"
26433,11948,0.12,0.88,"(0.083, 0.139]"
26469,87562,0.916,0.084,"(0.278, 1.0]"
26476,24879,0.0,1.0,"(-0.001, 0.002]"
26478,42603,0.0,1.0,"(-0.001, 0.002]"
26495,72079,0.023,0.977,"(0.022, 0.036]"
26511,95914,0.108,0.892,"(0.083, 0.139]"
26518,86508,0.01,0.99,"(0.002, 0.012]"
26523,52651,0.021,0.979,"(0.012, 0.022]"
26526,61476,0.0,1.0,"(-0.001, 0.002]"
26537,79044,0.379,0.621,"(0.278, 1.0]"
26538,5827,0.064,0.936,"(0.054, 0.083]"
26539,26293,0.0,1.0,"(-0.001, 0.002]"
26541,52050,0.016,0.984,"(0.012, 0.022]"
26574,5253,0.086,0.914,"(0.083, 0.139]"
26591,18351,0.241,0.759,"(0.139, 0.278]"
26592,49861,0.0139999999999999,0.986,"(0.012, 0.022]"
26611,16839,0.0,1.0,"(-0.001, 0.002]"
26629,14717,0.0,1.0,"(-0.001, 0.002]"
26640,3601,0.006,0.994,"(0.002, 0.012]"
26651,48437,0.0,1.0,"(-0.001, 0.002]"
26656,91963,0.6990000000000001,0.3009999999999999,"(0.278, 1.0]"
26666,68925,0.0,1.0,"(-0.001, 0.002]"
26699,13489,0.008,0.992,"(0.002, 0.012]"
26708,77978,0.345,0.655,"(0.278, 1.0]"
26725,36435,0.0,1.0,"(-0.001, 0.002]"
26727,83632,0.045,0.955,"(0.036, 0.054]"
26732,34137,0.071,0.929,"(0.054, 0.083]"
26752,49927,0.027,0.973,"(0.022, 0.036]"
26753,55366,0.09,0.91,"(0.083, 0.139]"
26759,23091,0.0,1.0,"(-0.001, 0.002]"
26771,90743,0.084,0.916,"(0.083, 0.139]"
26774,17219,0.0,1.0,"(-0.001, 0.002]"
26776,42083,0.0,1.0,"(-0.001, 0.002]"
26778,67470,0.021,0.979,"(0.012, 0.022]"
26779,85934,0.0,1.0,"(-0.001, 0.002]"
26781,10517,0.206,0.794,"(0.139, 0.278]"
26787,68766,0.0,1.0,"(-0.001, 0.002]"
26802,81422,0.025,0.975,"(0.022, 0.036]"
26812,56060,0.257,0.743,"(0.139, 0.278]"
26814,69038,0.023,0.977,"(0.022, 0.036]"
26821,49955,0.0,1.0,"(-0.001, 0.002]"
26824,73569,0.218,0.782,"(0.139, 0.278]"
26834,72412,0.0,1.0,"(-0.001, 0.002]"
26837,13672,0.013,0.987,"(0.012, 0.022]"
26851,68635,0.019,0.981,"(0.012, 0.022]"
26853,79034,0.033,0.967,"(0.022, 0.036]"
26857,52750,0.0,1.0,"(-0.001, 0.002]"
26860,80721,0.321,0.679,"(0.278, 1.0]"
26877,24851,0.0,1.0,"(-0.001, 0.002]"
26903,72839,0.0,1.0,"(-0.001, 0.002]"
26910,57268,0.083,0.917,"(0.054, 0.083]"
26913,68722,0.091,0.909,"(0.083, 0.139]"
26916,80818,0.004,0.996,"(0.002, 0.012]"
26917,84086,0.04,0.96,"(0.036, 0.054]"
26919,23303,0.03,0.97,"(0.022, 0.036]"
26934,56218,0.09,0.91,"(0.083, 0.139]"
26941,23893,0.0,1.0,"(-0.001, 0.002]"
26954,4761,0.026,0.974,"(0.022, 0.036]"
26959,64647,0.0,1.0,"(-0.001, 0.002]"
26968,52576,0.0,1.0,"(-0.001, 0.002]"
26972,29065,0.0,1.0,"(-0.001, 0.002]"
26977,15628,0.047,0.953,"(0.036, 0.054]"
26987,56760,0.054,0.946,"(0.036, 0.054]"
26990,84776,0.0,1.0,"(-0.001, 0.002]"
26997,64120,0.411,0.589,"(0.278, 1.0]"
27033,26294,0.0,1.0,"(-0.001, 0.002]"
27043,47576,0.077,0.923,"(0.054, 0.083]"
27082,72573,0.0,1.0,"(-0.001, 0.002]"
27107,38726,0.0289999999999999,0.971,"(0.022, 0.036]"
27113,40763,0.0,1.0,"(-0.001, 0.002]"
27119,77374,0.0,1.0,"(-0.001, 0.002]"
27127,89010,0.4039999999999999,0.5960000000000001,"(0.278, 1.0]"
27131,39352,0.0,1.0,"(-0.001, 0.002]"
27142,42285,0.0,1.0,"(-0.001, 0.002]"
27173,85322,0.4379999999999999,0.562,"(0.278, 1.0]"
27185,8352,0.168,0.832,"(0.139, 0.278]"
27189,65752,0.0,1.0,"(-0.001, 0.002]"
27191,88321,0.181,0.819,"(0.139, 0.278]"
27192,95007,0.0,1.0,"(-0.001, 0.002]"
27193,23651,0.084,0.916,"(0.083, 0.139]"
27199,3847,0.162,0.838,"(0.139, 0.278]"
27202,24366,0.0,1.0,"(-0.001, 0.002]"
27205,64422,0.0,1.0,"(-0.001, 0.002]"
27221,30454,0.625,0.375,"(0.278, 1.0]"
27227,15624,0.0,1.0,"(-0.001, 0.002]"
27235,87012,0.979,0.0209999999999999,"(0.278, 1.0]"
27250,37151,0.0,1.0,"(-0.001, 0.002]"
27253,62877,0.0,1.0,"(-0.001, 0.002]"
27262,58441,0.035,0.965,"(0.022, 0.036]"
27263,97856,0.018,0.982,"(0.012, 0.022]"
27276,97039,0.0069999999999999,0.993,"(0.002, 0.012]"
27283,65339,0.0,1.0,"(-0.001, 0.002]"
27288,80455,0.046,0.954,"(0.036, 0.054]"
27292,5875,0.142,0.858,"(0.139, 0.278]"
27293,18331,0.002,0.998,"(-0.001, 0.002]"
27299,68307,0.0,1.0,"(-0.001, 0.002]"
27307,80729,0.002,0.998,"(-0.001, 0.002]"
27317,17265,0.0,1.0,"(-0.001, 0.002]"
27321,45861,0.0,1.0,"(-0.001, 0.002]"
27322,50539,0.002,0.998,"(-0.001, 0.002]"
27333,72017,0.0,1.0,"(-0.001, 0.002]"
27337,36030,0.0,1.0,"(-0.001, 0.002]"
27355,84710,0.0,1.0,"(-0.001, 0.002]"
27368,26202,0.0,1.0,"(-0.001, 0.002]"
27388,24105,0.0,1.0,"(-0.001, 0.002]"
27390,49967,0.01,0.99,"(0.002, 0.012]"
27392,56588,0.0,1.0,"(-0.001, 0.002]"
27396,71223,0.0,1.0,"(-0.001, 0.002]"
27400,93652,0.805,0.1949999999999999,"(0.278, 1.0]"
27427,87312,0.0,1.0,"(-0.001, 0.002]"
27451,41607,0.0,1.0,"(-0.001, 0.002]"
27462,58455,0.0,1.0,"(-0.001, 0.002]"
27466,19955,0.0579999999999999,0.942,"(0.054, 0.083]"
27472,74042,0.015,0.985,"(0.012, 0.022]"
27477,57232,0.0,1.0,"(-0.001, 0.002]"
27490,95318,0.0,1.0,"(-0.001, 0.002]"
27496,59930,0.044,0.956,"(0.036, 0.054]"
27521,23488,0.0,1.0,"(-0.001, 0.002]"
27526,89158,0.034,0.966,"(0.022, 0.036]"
27545,69214,0.0,1.0,"(-0.001, 0.002]"
27552,49959,0.05,0.95,"(0.036, 0.054]"
27581,16665,0.015,0.985,"(0.012, 0.022]"
27589,61816,0.018,0.982,"(0.012, 0.022]"
27591,22964,0.0,1.0,"(-0.001, 0.002]"
