ZIP,protected,not_protected,bin
49022,0.055,0.945,"(0.054, 0.083]"
38801,0.049,0.951,"(0.036, 0.054]"
2121,0.33399999999999996,0.666,"(0.278, 1.0]"
90028,0.294,0.706,"(0.278, 1.0]"
97008,0.166,0.834,"(0.139, 0.278]"
84078,0.09,0.91,"(0.083, 0.139]"
68135,0.05,0.95,"(0.036, 0.054]"
28303,0.099,0.901,"(0.083, 0.139]"
80120,0.10800000000000001,0.892,"(0.083, 0.139]"
83713,0.098,0.902,"(0.083, 0.139]"
95682,0.14400000000000002,0.856,"(0.139, 0.278]"
14226,0.055999999999999994,0.944,"(0.054, 0.083]"
10014,0.08800000000000001,0.912,"(0.083, 0.139]"
1930,0.039,0.961,"(0.036, 0.054]"
7110,0.192,0.808,"(0.139, 0.278]"
11763,0.27699999999999997,0.7230000000000001,"(0.139, 0.278]"
8520,0.257,0.743,"(0.139, 0.278]"
43420,0.14800000000000002,0.852,"(0.139, 0.278]"
37919,0.05,0.95,"(0.036, 0.054]"
31525,0.091,0.909,"(0.083, 0.139]"
11572,0.154,0.846,"(0.139, 0.278]"
72601,0.027999999999999997,0.972,"(0.022, 0.036]"
11370,0.38,0.62,"(0.278, 1.0]"
24012,0.11,0.89,"(0.083, 0.139]"
92107,0.147,0.853,"(0.139, 0.278]"
95472,0.152,0.848,"(0.139, 0.278]"
37931,0.036000000000000004,0.964,"(0.022, 0.036]"
14626,0.077,0.923,"(0.054, 0.083]"
20745,0.245,0.755,"(0.139, 0.278]"
96150,0.243,0.757,"(0.139, 0.278]"
12303,0.079,0.921,"(0.054, 0.083]"
60538,0.289,0.7110000000000001,"(0.278, 1.0]"
76401,0.163,0.837,"(0.139, 0.278]"
44221,0.018000000000000002,0.982,"(0.012, 0.022]"
70503,0.051,0.949,"(0.036, 0.054]"
77327,0.431,0.569,"(0.278, 1.0]"
94132,0.153,0.847,"(0.139, 0.278]"
89135,0.13,0.87,"(0.083, 0.139]"
68601,0.23600000000000002,0.764,"(0.139, 0.278]"
28031,0.077,0.923,"(0.054, 0.083]"
93654,0.758,0.242,"(0.278, 1.0]"
30534,0.055999999999999994,0.944,"(0.054, 0.083]"
78754,0.42700000000000005,0.573,"(0.278, 1.0]"
44146,0.032,0.968,"(0.022, 0.036]"
18301,0.17600000000000002,0.824,"(0.139, 0.278]"
20814,0.09,0.91,"(0.083, 0.139]"
29550,0.032,0.968,"(0.022, 0.036]"
48237,0.012,0.988,"(0.002, 0.012]"
683,0.988,0.01200000000000001,"(0.278, 1.0]"
18940,0.035,0.965,"(0.022, 0.036]"
27804,0.05,0.95,"(0.036, 0.054]"
34639,0.204,0.796,"(0.139, 0.278]"
55060,0.063,0.937,"(0.054, 0.083]"
74403,0.09699999999999999,0.903,"(0.083, 0.139]"
68164,0.066,0.9339999999999999,"(0.054, 0.083]"
92173,0.934,0.06599999999999995,"(0.278, 1.0]"
19713,0.163,0.837,"(0.139, 0.278]"
15227,0.016,0.984,"(0.012, 0.022]"
33510,0.311,0.6890000000000001,"(0.278, 1.0]"
80922,0.171,0.829,"(0.139, 0.278]"
60005,0.168,0.832,"(0.139, 0.278]"
21239,0.040999999999999995,0.959,"(0.036, 0.054]"
32159,0.05,0.95,"(0.036, 0.054]"
68107,0.634,0.366,"(0.278, 1.0]"
33185,0.846,0.15400000000000003,"(0.278, 1.0]"
60048,0.055,0.945,"(0.054, 0.083]"
76036,0.237,0.763,"(0.139, 0.278]"
80302,0.06,0.94,"(0.054, 0.083]"
27534,0.064,0.9359999999999999,"(0.054, 0.083]"
7065,0.239,0.761,"(0.139, 0.278]"
61108,0.183,0.817,"(0.139, 0.278]"
8330,0.115,0.885,"(0.083, 0.139]"
21213,0.024,0.976,"(0.022, 0.036]"
32533,0.035,0.965,"(0.022, 0.036]"
10013,0.079,0.921,"(0.054, 0.083]"
94585,0.293,0.7070000000000001,"(0.278, 1.0]"
78750,0.17,0.83,"(0.139, 0.278]"
719,1.0,0.0,"(0.278, 1.0]"
96753,0.127,0.873,"(0.083, 0.139]"
77025,0.18899999999999997,0.811,"(0.139, 0.278]"
91746,0.831,0.16900000000000004,"(0.278, 1.0]"
32003,0.098,0.902,"(0.083, 0.139]"
53546,0.08,0.92,"(0.054, 0.083]"
53105,0.066,0.9339999999999999,"(0.054, 0.083]"
62226,0.035,0.965,"(0.022, 0.036]"
29609,0.1,0.9,"(0.083, 0.139]"
33993,0.255,0.745,"(0.139, 0.278]"
33334,0.29600000000000004,0.704,"(0.278, 1.0]"
16823,0.03,0.97,"(0.022, 0.036]"
77630,0.098,0.902,"(0.083, 0.139]"
60142,0.083,0.917,"(0.054, 0.083]"
55033,0.037000000000000005,0.963,"(0.036, 0.054]"
2919,0.133,0.867,"(0.083, 0.139]"
23606,0.1,0.9,"(0.083, 0.139]"
28602,0.084,0.916,"(0.083, 0.139]"
47362,0.02,0.98,"(0.012, 0.022]"
46614,0.073,0.927,"(0.054, 0.083]"
94131,0.11800000000000001,0.882,"(0.083, 0.139]"
15206,0.049,0.951,"(0.036, 0.054]"
6095,0.109,0.891,"(0.083, 0.139]"
78363,0.746,0.254,"(0.278, 1.0]"
2176,0.036000000000000004,0.964,"(0.022, 0.036]"
53223,0.043,0.957,"(0.036, 0.054]"
43614,0.07,0.9299999999999999,"(0.054, 0.083]"
55912,0.154,0.846,"(0.139, 0.278]"
60438,0.195,0.8049999999999999,"(0.139, 0.278]"
7206,0.691,0.30900000000000005,"(0.278, 1.0]"
6033,0.08,0.92,"(0.054, 0.083]"
81301,0.086,0.914,"(0.083, 0.139]"
11542,0.303,0.6970000000000001,"(0.278, 1.0]"
19130,0.06,0.94,"(0.054, 0.083]"
98109,0.052000000000000005,0.948,"(0.036, 0.054]"
11727,0.184,0.8160000000000001,"(0.139, 0.278]"
73703,0.084,0.916,"(0.083, 0.139]"
44125,0.055999999999999994,0.944,"(0.054, 0.083]"
95363,0.659,0.34099999999999997,"(0.278, 1.0]"
61107,0.094,0.906,"(0.083, 0.139]"
40207,0.025,0.975,"(0.022, 0.036]"
33441,0.17800000000000002,0.822,"(0.139, 0.278]"
32221,0.091,0.909,"(0.083, 0.139]"
71730,0.051,0.949,"(0.036, 0.054]"
91324,0.365,0.635,"(0.278, 1.0]"
60646,0.14,0.86,"(0.139, 0.278]"
22310,0.163,0.837,"(0.139, 0.278]"
45365,0.021,0.979,"(0.012, 0.022]"
27104,0.065,0.935,"(0.054, 0.083]"
7013,0.254,0.746,"(0.139, 0.278]"
85629,0.396,0.604,"(0.278, 1.0]"
60459,0.42700000000000005,0.573,"(0.278, 1.0]"
91724,0.555,0.44499999999999995,"(0.278, 1.0]"
92614,0.111,0.889,"(0.083, 0.139]"
93901,0.615,0.385,"(0.278, 1.0]"
43220,0.064,0.9359999999999999,"(0.054, 0.083]"
70607,0.048,0.952,"(0.036, 0.054]"
35209,0.079,0.921,"(0.054, 0.083]"
98373,0.107,0.893,"(0.083, 0.139]"
90302,0.44799999999999995,0.552,"(0.278, 1.0]"
66044,0.07,0.9299999999999999,"(0.054, 0.083]"
15221,0.023,0.977,"(0.022, 0.036]"
46218,0.08800000000000001,0.912,"(0.083, 0.139]"
49418,0.059000000000000004,0.941,"(0.054, 0.083]"
71901,0.075,0.925,"(0.054, 0.083]"
60077,0.111,0.889,"(0.083, 0.139]"
13090,0.06,0.94,"(0.054, 0.083]"
33547,0.151,0.849,"(0.139, 0.278]"
61032,0.055999999999999994,0.944,"(0.054, 0.083]"
70360,0.048,0.952,"(0.036, 0.054]"
91803,0.41100000000000003,0.589,"(0.278, 1.0]"
11720,0.149,0.851,"(0.139, 0.278]"
76240,0.23199999999999998,0.768,"(0.139, 0.278]"
45239,0.032,0.968,"(0.022, 0.036]"
76134,0.426,0.5740000000000001,"(0.278, 1.0]"
19119,0.027999999999999997,0.972,"(0.022, 0.036]"
95966,0.151,0.849,"(0.139, 0.278]"
18045,0.131,0.869,"(0.083, 0.139]"
10598,0.10400000000000001,0.896,"(0.083, 0.139]"
77706,0.11800000000000001,0.882,"(0.083, 0.139]"
30549,0.055,0.945,"(0.054, 0.083]"
77316,0.136,0.864,"(0.083, 0.139]"
93704,0.42200000000000004,0.578,"(0.278, 1.0]"
67037,0.081,0.919,"(0.054, 0.083]"
70364,0.054000000000000006,0.946,"(0.036, 0.054]"
92120,0.175,0.825,"(0.139, 0.278]"
60516,0.078,0.922,"(0.054, 0.083]"
60018,0.386,0.614,"(0.278, 1.0]"
1854,0.212,0.788,"(0.139, 0.278]"
76049,0.106,0.894,"(0.083, 0.139]"
33830,0.175,0.825,"(0.139, 0.278]"
60515,0.040999999999999995,0.959,"(0.036, 0.054]"
60532,0.065,0.935,"(0.054, 0.083]"
53212,0.1,0.9,"(0.083, 0.139]"
17815,0.04,0.96,"(0.036, 0.054]"
7631,0.261,0.739,"(0.139, 0.278]"
84044,0.308,0.692,"(0.278, 1.0]"
63640,0.019,0.981,"(0.012, 0.022]"
97321,0.071,0.929,"(0.054, 0.083]"
98271,0.11699999999999999,0.883,"(0.083, 0.139]"
90713,0.29,0.71,"(0.278, 1.0]"
46825,0.06,0.94,"(0.054, 0.083]"
86409,0.138,0.862,"(0.083, 0.139]"
18052,0.201,0.7989999999999999,"(0.139, 0.278]"
32117,0.08900000000000001,0.911,"(0.083, 0.139]"
28560,0.07,0.9299999999999999,"(0.054, 0.083]"
33127,0.534,0.46599999999999997,"(0.278, 1.0]"
77380,0.213,0.787,"(0.139, 0.278]"
59404,0.038,0.962,"(0.036, 0.054]"
33069,0.26,0.74,"(0.139, 0.278]"
29405,0.052000000000000005,0.948,"(0.036, 0.054]"
85019,0.727,0.273,"(0.278, 1.0]"
55429,0.102,0.898,"(0.083, 0.139]"
58504,0.039,0.961,"(0.036, 0.054]"
687,0.996,0.0040000000000000036,"(0.278, 1.0]"
80247,0.19699999999999998,0.803,"(0.139, 0.278]"
77904,0.363,0.637,"(0.278, 1.0]"
85120,0.149,0.851,"(0.139, 0.278]"
98498,0.12300000000000001,0.877,"(0.083, 0.139]"
49464,0.077,0.923,"(0.054, 0.083]"
55419,0.042,0.958,"(0.036, 0.054]"
41018,0.028999999999999998,0.971,"(0.022, 0.036]"
22601,0.17800000000000002,0.822,"(0.139, 0.278]"
55448,0.039,0.961,"(0.036, 0.054]"
2072,0.039,0.961,"(0.036, 0.054]"
50401,0.057999999999999996,0.942,"(0.054, 0.083]"
60156,0.159,0.841,"(0.139, 0.278]"
83705,0.11199999999999999,0.888,"(0.083, 0.139]"
26301,0.013000000000000001,0.987,"(0.012, 0.022]"
61821,0.066,0.9339999999999999,"(0.054, 0.083]"
55318,0.077,0.923,"(0.054, 0.083]"
75901,0.345,0.655,"(0.278, 1.0]"
37849,0.040999999999999995,0.959,"(0.036, 0.054]"
29801,0.057,0.943,"(0.054, 0.083]"
89701,0.278,0.722,"(0.139, 0.278]"
90041,0.35600000000000004,0.6439999999999999,"(0.278, 1.0]"
55422,0.057,0.943,"(0.054, 0.083]"
32779,0.158,0.842,"(0.139, 0.278]"
33145,0.809,0.19099999999999995,"(0.278, 1.0]"
85053,0.256,0.744,"(0.139, 0.278]"
85742,0.284,0.716,"(0.278, 1.0]"
98037,0.12,0.88,"(0.083, 0.139]"
29316,0.043,0.957,"(0.036, 0.054]"
80005,0.095,0.905,"(0.083, 0.139]"
29045,0.066,0.9339999999999999,"(0.054, 0.083]"
58601,0.063,0.937,"(0.054, 0.083]"
95133,0.264,0.736,"(0.139, 0.278]"
11725,0.077,0.923,"(0.054, 0.083]"
55904,0.08199999999999999,0.918,"(0.054, 0.083]"
49015,0.059000000000000004,0.941,"(0.054, 0.083]"
28081,0.094,0.906,"(0.083, 0.139]"
43209,0.045,0.955,"(0.036, 0.054]"
15010,0.016,0.984,"(0.012, 0.022]"
39466,0.046,0.954,"(0.036, 0.054]"
32250,0.10300000000000001,0.897,"(0.083, 0.139]"
46947,0.207,0.793,"(0.139, 0.278]"
60914,0.063,0.937,"(0.054, 0.083]"
44052,0.23,0.77,"(0.139, 0.278]"
48507,0.023,0.977,"(0.022, 0.036]"
90039,0.327,0.673,"(0.278, 1.0]"
2760,0.044000000000000004,0.956,"(0.036, 0.054]"
97116,0.249,0.751,"(0.139, 0.278]"
95117,0.29600000000000004,0.704,"(0.278, 1.0]"
61604,0.053,0.947,"(0.036, 0.054]"
97062,0.209,0.791,"(0.139, 0.278]"
20770,0.172,0.8280000000000001,"(0.139, 0.278]"
53562,0.05,0.95,"(0.036, 0.054]"
1089,0.13,0.87,"(0.083, 0.139]"
89511,0.10099999999999999,0.899,"(0.083, 0.139]"
38506,0.035,0.965,"(0.022, 0.036]"
33470,0.212,0.788,"(0.139, 0.278]"
80234,0.275,0.725,"(0.139, 0.278]"
17268,0.055,0.945,"(0.054, 0.083]"
33919,0.078,0.922,"(0.054, 0.083]"
76087,0.115,0.885,"(0.083, 0.139]"
55118,0.158,0.842,"(0.139, 0.278]"
62703,0.046,0.954,"(0.036, 0.054]"
55128,0.053,0.947,"(0.036, 0.054]"
32819,0.209,0.791,"(0.139, 0.278]"
75119,0.4,0.6,"(0.278, 1.0]"
6851,0.20800000000000002,0.792,"(0.139, 0.278]"
84094,0.09300000000000001,0.907,"(0.083, 0.139]"
24541,0.052000000000000005,0.948,"(0.036, 0.054]"
60655,0.094,0.906,"(0.083, 0.139]"
76012,0.268,0.732,"(0.139, 0.278]"
78023,0.45399999999999996,0.546,"(0.278, 1.0]"
6410,0.055,0.945,"(0.054, 0.083]"
39046,0.039,0.961,"(0.036, 0.054]"
42003,0.024,0.976,"(0.022, 0.036]"
40503,0.054000000000000006,0.946,"(0.036, 0.054]"
33314,0.515,0.485,"(0.278, 1.0]"
73162,0.042,0.958,"(0.036, 0.054]"
32082,0.034,0.966,"(0.022, 0.036]"
48071,0.02,0.98,"(0.012, 0.022]"
22041,0.309,0.6910000000000001,"(0.278, 1.0]"
6512,0.19899999999999998,0.801,"(0.139, 0.278]"
55014,0.025,0.975,"(0.022, 0.036]"
17325,0.075,0.925,"(0.054, 0.083]"
44129,0.099,0.901,"(0.083, 0.139]"
60510,0.09,0.91,"(0.083, 0.139]"
37206,0.034,0.966,"(0.022, 0.036]"
91384,0.385,0.615,"(0.278, 1.0]"
78617,0.7509999999999999,0.2490000000000001,"(0.278, 1.0]"
77356,0.053,0.947,"(0.036, 0.054]"
49509,0.303,0.6970000000000001,"(0.278, 1.0]"
55129,0.033,0.967,"(0.022, 0.036]"
19050,0.036000000000000004,0.964,"(0.022, 0.036]"
28734,0.08199999999999999,0.918,"(0.054, 0.083]"
58501,0.03,0.97,"(0.022, 0.036]"
77033,0.38299999999999995,0.617,"(0.278, 1.0]"
60656,0.127,0.873,"(0.083, 0.139]"
63130,0.023,0.977,"(0.022, 0.036]"
93401,0.191,0.8089999999999999,"(0.139, 0.278]"
15146,0.013000000000000001,0.987,"(0.012, 0.022]"
48162,0.033,0.967,"(0.022, 0.036]"
88005,0.639,0.361,"(0.278, 1.0]"
11429,0.145,0.855,"(0.139, 0.278]"
30741,0.038,0.962,"(0.036, 0.054]"
46804,0.033,0.967,"(0.022, 0.036]"
95492,0.3,0.7,"(0.278, 1.0]"
97214,0.073,0.927,"(0.054, 0.083]"
30297,0.257,0.743,"(0.139, 0.278]"
14304,0.037000000000000005,0.963,"(0.036, 0.054]"
43512,0.121,0.879,"(0.083, 0.139]"
32927,0.057,0.943,"(0.054, 0.083]"
79605,0.251,0.749,"(0.139, 0.278]"
18360,0.141,0.859,"(0.139, 0.278]"
94107,0.11,0.89,"(0.083, 0.139]"
33144,0.9390000000000001,0.06099999999999994,"(0.278, 1.0]"
23518,0.087,0.913,"(0.083, 0.139]"
33928,0.091,0.909,"(0.083, 0.139]"
27455,0.037000000000000005,0.963,"(0.036, 0.054]"
79932,0.7959999999999999,0.20400000000000007,"(0.278, 1.0]"
92316,0.821,0.17900000000000005,"(0.278, 1.0]"
60527,0.065,0.935,"(0.054, 0.083]"
85304,0.268,0.732,"(0.139, 0.278]"
61614,0.031,0.969,"(0.022, 0.036]"
33625,0.419,0.581,"(0.278, 1.0]"
98007,0.09300000000000001,0.907,"(0.083, 0.139]"
44883,0.032,0.968,"(0.022, 0.036]"
3062,0.033,0.967,"(0.022, 0.036]"
95212,0.209,0.791,"(0.139, 0.278]"
2115,0.146,0.854,"(0.139, 0.278]"
76018,0.309,0.6910000000000001,"(0.278, 1.0]"
11530,0.07,0.9299999999999999,"(0.054, 0.083]"
80907,0.172,0.8280000000000001,"(0.139, 0.278]"
94549,0.076,0.924,"(0.054, 0.083]"
37664,0.019,0.981,"(0.012, 0.022]"
50501,0.069,0.931,"(0.054, 0.083]"
1906,0.069,0.931,"(0.054, 0.083]"
8055,0.026000000000000002,0.974,"(0.022, 0.036]"
17257,0.021,0.979,"(0.012, 0.022]"
11232,0.502,0.498,"(0.278, 1.0]"
37355,0.052000000000000005,0.948,"(0.036, 0.054]"
72019,0.055,0.945,"(0.054, 0.083]"
49519,0.16699999999999998,0.833,"(0.139, 0.278]"
24019,0.046,0.954,"(0.036, 0.054]"
48209,0.71,0.29000000000000004,"(0.278, 1.0]"
95603,0.147,0.853,"(0.139, 0.278]"
19406,0.040999999999999995,0.959,"(0.036, 0.054]"
26101,0.009000000000000001,0.991,"(0.002, 0.012]"
68506,0.057999999999999996,0.942,"(0.054, 0.083]"
11570,0.107,0.893,"(0.083, 0.139]"
15212,0.027000000000000003,0.973,"(0.022, 0.036]"
29154,0.038,0.962,"(0.036, 0.054]"
14424,0.051,0.949,"(0.036, 0.054]"
97502,0.126,0.874,"(0.083, 0.139]"
46176,0.064,0.9359999999999999,"(0.054, 0.083]"
63052,0.031,0.969,"(0.022, 0.036]"
7920,0.066,0.9339999999999999,"(0.054, 0.083]"
58554,0.043,0.957,"(0.036, 0.054]"
30224,0.037000000000000005,0.963,"(0.036, 0.054]"
34986,0.18,0.8200000000000001,"(0.139, 0.278]"
2889,0.066,0.9339999999999999,"(0.054, 0.083]"
90017,0.591,0.40900000000000003,"(0.278, 1.0]"
794,0.9990000000000001,0.0009999999999998899,"(0.278, 1.0]"
43119,0.095,0.905,"(0.083, 0.139]"
48101,0.106,0.894,"(0.083, 0.139]"
33308,0.152,0.848,"(0.139, 0.278]"
15044,0.008,0.992,"(0.002, 0.012]"
77833,0.198,0.802,"(0.139, 0.278]"
48317,0.033,0.967,"(0.022, 0.036]"
76201,0.184,0.8160000000000001,"(0.139, 0.278]"
2186,0.028999999999999998,0.971,"(0.022, 0.036]"
55404,0.157,0.843,"(0.139, 0.278]"
95677,0.14400000000000002,0.856,"(0.139, 0.278]"
97003,0.226,0.774,"(0.139, 0.278]"
21146,0.031,0.969,"(0.022, 0.036]"
44128,0.017,0.983,"(0.012, 0.022]"
44685,0.015,0.985,"(0.012, 0.022]"
77018,0.322,0.6779999999999999,"(0.278, 1.0]"
98409,0.139,0.861,"(0.083, 0.139]"
37921,0.083,0.917,"(0.054, 0.083]"
30260,0.17,0.83,"(0.139, 0.278]"
94306,0.077,0.923,"(0.054, 0.083]"
43612,0.106,0.894,"(0.083, 0.139]"
23222,0.024,0.976,"(0.022, 0.036]"
33328,0.298,0.702,"(0.278, 1.0]"
37055,0.047,0.953,"(0.036, 0.054]"
59602,0.03,0.97,"(0.022, 0.036]"
38632,0.024,0.976,"(0.022, 0.036]"
86401,0.185,0.815,"(0.139, 0.278]"
32958,0.063,0.937,"(0.054, 0.083]"
93280,0.8540000000000001,0.1459999999999999,"(0.278, 1.0]"
39056,0.027000000000000003,0.973,"(0.022, 0.036]"
80132,0.063,0.937,"(0.054, 0.083]"
95330,0.392,0.608,"(0.278, 1.0]"
34266,0.365,0.635,"(0.278, 1.0]"
45240,0.077,0.923,"(0.054, 0.083]"
69101,0.10400000000000001,0.896,"(0.083, 0.139]"
77005,0.085,0.915,"(0.083, 0.139]"
2119,0.324,0.6759999999999999,"(0.278, 1.0]"
97220,0.098,0.902,"(0.083, 0.139]"
7748,0.078,0.922,"(0.054, 0.083]"
23505,0.092,0.908,"(0.083, 0.139]"
22150,0.196,0.804,"(0.139, 0.278]"
7621,0.28,0.72,"(0.278, 1.0]"
97140,0.064,0.9359999999999999,"(0.054, 0.083]"
20602,0.079,0.921,"(0.054, 0.083]"
74017,0.055999999999999994,0.944,"(0.054, 0.083]"
74137,0.061,0.9390000000000001,"(0.054, 0.083]"
33544,0.24,0.76,"(0.139, 0.278]"
7108,0.171,0.829,"(0.139, 0.278]"
91364,0.135,0.865,"(0.083, 0.139]"
99577,0.075,0.925,"(0.054, 0.083]"
97212,0.075,0.925,"(0.054, 0.083]"
91731,0.652,0.348,"(0.278, 1.0]"
75702,0.457,0.5429999999999999,"(0.278, 1.0]"
61801,0.086,0.914,"(0.083, 0.139]"
48316,0.027999999999999997,0.972,"(0.022, 0.036]"
6704,0.462,0.538,"(0.278, 1.0]"
34287,0.114,0.886,"(0.083, 0.139]"
45042,0.027000000000000003,0.973,"(0.022, 0.036]"
72653,0.028999999999999998,0.971,"(0.022, 0.036]"
7201,0.62,0.38,"(0.278, 1.0]"
74501,0.062,0.938,"(0.054, 0.083]"
94002,0.122,0.878,"(0.083, 0.139]"
94518,0.271,0.729,"(0.139, 0.278]"
84092,0.048,0.952,"(0.036, 0.054]"
19355,0.057999999999999996,0.942,"(0.054, 0.083]"
32563,0.049,0.951,"(0.036, 0.054]"
83221,0.153,0.847,"(0.139, 0.278]"
91316,0.154,0.846,"(0.139, 0.278]"
82901,0.172,0.8280000000000001,"(0.139, 0.278]"
16602,0.021,0.979,"(0.012, 0.022]"
33771,0.133,0.867,"(0.083, 0.139]"
43054,0.051,0.949,"(0.036, 0.054]"
15213,0.033,0.967,"(0.022, 0.036]"
46236,0.115,0.885,"(0.083, 0.139]"
34606,0.161,0.839,"(0.139, 0.278]"
13045,0.037000000000000005,0.963,"(0.036, 0.054]"
53208,0.09699999999999999,0.903,"(0.083, 0.139]"
45056,0.031,0.969,"(0.022, 0.036]"
32127,0.064,0.9359999999999999,"(0.054, 0.083]"
35811,0.035,0.965,"(0.022, 0.036]"
84651,0.107,0.893,"(0.083, 0.139]"
98335,0.07,0.9299999999999999,"(0.054, 0.083]"
49428,0.038,0.962,"(0.036, 0.054]"
37659,0.025,0.975,"(0.022, 0.036]"
45244,0.023,0.977,"(0.022, 0.036]"
6405,0.06,0.94,"(0.054, 0.083]"
27597,0.14400000000000002,0.856,"(0.139, 0.278]"
85351,0.046,0.954,"(0.036, 0.054]"
64155,0.081,0.919,"(0.054, 0.083]"
45039,0.045,0.955,"(0.036, 0.054]"
20169,0.084,0.916,"(0.083, 0.139]"
70123,0.071,0.929,"(0.054, 0.083]"
90746,0.19,0.81,"(0.139, 0.278]"
46229,0.046,0.954,"(0.036, 0.054]"
73132,0.163,0.837,"(0.139, 0.278]"
33971,0.434,0.5660000000000001,"(0.278, 1.0]"
45417,0.026000000000000002,0.974,"(0.022, 0.036]"
32605,0.11900000000000001,0.881,"(0.083, 0.139]"
54304,0.091,0.909,"(0.083, 0.139]"
8205,0.152,0.848,"(0.139, 0.278]"
7042,0.11900000000000001,0.881,"(0.083, 0.139]"
64014,0.07400000000000001,0.9259999999999999,"(0.054, 0.083]"
2474,0.059000000000000004,0.941,"(0.054, 0.083]"
29625,0.045,0.955,"(0.036, 0.054]"
78746,0.13,0.87,"(0.083, 0.139]"
31794,0.12,0.88,"(0.083, 0.139]"
46205,0.062,0.938,"(0.054, 0.083]"
55811,0.016,0.984,"(0.012, 0.022]"
89512,0.361,0.639,"(0.278, 1.0]"
31763,0.034,0.966,"(0.022, 0.036]"
90710,0.462,0.538,"(0.278, 1.0]"
84115,0.267,0.733,"(0.139, 0.278]"
18901,0.027999999999999997,0.972,"(0.022, 0.036]"
90038,0.505,0.495,"(0.278, 1.0]"
35803,0.043,0.957,"(0.036, 0.054]"
87107,0.523,0.477,"(0.278, 1.0]"
16509,0.038,0.962,"(0.036, 0.054]"
19454,0.025,0.975,"(0.022, 0.036]"
19958,0.042,0.958,"(0.036, 0.054]"
22401,0.11199999999999999,0.888,"(0.083, 0.139]"
70501,0.022000000000000002,0.978,"(0.012, 0.022]"
23237,0.235,0.765,"(0.139, 0.278]"
66801,0.252,0.748,"(0.139, 0.278]"
80238,0.092,0.908,"(0.083, 0.139]"
48306,0.043,0.957,"(0.036, 0.054]"
20705,0.38299999999999995,0.617,"(0.278, 1.0]"
94559,0.41,0.5900000000000001,"(0.278, 1.0]"
48602,0.185,0.815,"(0.139, 0.278]"
95370,0.105,0.895,"(0.083, 0.139]"
54481,0.034,0.966,"(0.022, 0.036]"
28715,0.08199999999999999,0.918,"(0.054, 0.083]"
64012,0.08199999999999999,0.918,"(0.054, 0.083]"
46815,0.033,0.967,"(0.022, 0.036]"
99709,0.076,0.924,"(0.054, 0.083]"
98146,0.22699999999999998,0.773,"(0.139, 0.278]"
11102,0.258,0.742,"(0.139, 0.278]"
11701,0.235,0.765,"(0.139, 0.278]"
31021,0.013000000000000001,0.987,"(0.012, 0.022]"
38834,0.040999999999999995,0.959,"(0.036, 0.054]"
52806,0.077,0.923,"(0.054, 0.083]"
98027,0.081,0.919,"(0.054, 0.083]"
1843,0.73,0.27,"(0.278, 1.0]"
52601,0.042,0.958,"(0.036, 0.054]"
48315,0.02,0.98,"(0.012, 0.022]"
1923,0.055,0.945,"(0.054, 0.083]"
47933,0.059000000000000004,0.941,"(0.054, 0.083]"
80919,0.095,0.905,"(0.083, 0.139]"
669,0.99,0.010000000000000009,"(0.278, 1.0]"
84780,0.11800000000000001,0.882,"(0.083, 0.139]"
60061,0.122,0.878,"(0.083, 0.139]"
28112,0.196,0.804,"(0.139, 0.278]"
60091,0.032,0.968,"(0.022, 0.036]"
716,0.991,0.009000000000000008,"(0.278, 1.0]"
92008,0.201,0.7989999999999999,"(0.139, 0.278]"
72704,0.066,0.9339999999999999,"(0.054, 0.083]"
64093,0.033,0.967,"(0.022, 0.036]"
14606,0.14300000000000002,0.857,"(0.139, 0.278]"
33556,0.129,0.871,"(0.083, 0.139]"
53213,0.035,0.965,"(0.022, 0.036]"
29212,0.044000000000000004,0.956,"(0.036, 0.054]"
37801,0.026000000000000002,0.974,"(0.022, 0.036]"
22102,0.081,0.919,"(0.054, 0.083]"
2118,0.18,0.8200000000000001,"(0.139, 0.278]"
19053,0.033,0.967,"(0.022, 0.036]"
36067,0.033,0.967,"(0.022, 0.036]"
65616,0.09,0.91,"(0.083, 0.139]"
12302,0.039,0.961,"(0.036, 0.054]"
37379,0.01,0.99,"(0.002, 0.012]"
91945,0.43700000000000006,0.563,"(0.278, 1.0]"
76114,0.6,0.4,"(0.278, 1.0]"
20112,0.11800000000000001,0.882,"(0.083, 0.139]"
77023,0.7909999999999999,0.20900000000000007,"(0.278, 1.0]"
60015,0.040999999999999995,0.959,"(0.036, 0.054]"
20746,0.063,0.937,"(0.054, 0.083]"
79106,0.319,0.681,"(0.278, 1.0]"
32505,0.07400000000000001,0.9259999999999999,"(0.054, 0.083]"
64151,0.08900000000000001,0.911,"(0.083, 0.139]"
21216,0.012,0.988,"(0.002, 0.012]"
17201,0.191,0.8089999999999999,"(0.139, 0.278]"
82601,0.086,0.914,"(0.083, 0.139]"
48092,0.018000000000000002,0.982,"(0.012, 0.022]"
54303,0.084,0.916,"(0.083, 0.139]"
27012,0.07,0.9299999999999999,"(0.054, 0.083]"
45230,0.015,0.985,"(0.012, 0.022]"
46845,0.04,0.96,"(0.036, 0.054]"
78410,0.622,0.378,"(0.278, 1.0]"
97420,0.099,0.901,"(0.083, 0.139]"
11967,0.18600000000000003,0.814,"(0.139, 0.278]"
44515,0.055999999999999994,0.944,"(0.054, 0.083]"
45459,0.034,0.966,"(0.022, 0.036]"
73533,0.105,0.895,"(0.083, 0.139]"
