ZIP,protected,not_protected,bin
86432,0.442,0.558,"(0.278, 1.0]"
82636,0.161,0.839,"(0.139, 0.278]"
75683,0.111,0.889,"(0.083, 0.139]"
83641,0.13699999999999998,0.863,"(0.083, 0.139]"
59865,0.061,0.9390000000000001,"(0.054, 0.083]"
54874,0.009000000000000001,0.991,"(0.002, 0.012]"
44084,0.012,0.988,"(0.002, 0.012]"
67420,0.032,0.968,"(0.022, 0.036]"
10921,0.185,0.815,"(0.139, 0.278]"
49665,0.009000000000000001,0.991,"(0.002, 0.012]"
73173,0.068,0.9319999999999999,"(0.054, 0.083]"
53952,0.064,0.9359999999999999,"(0.054, 0.083]"
62014,0.018000000000000002,0.982,"(0.012, 0.022]"
2576,0.006999999999999999,0.993,"(0.002, 0.012]"
36278,0.02,0.98,"(0.012, 0.022]"
19029,0.040999999999999995,0.959,"(0.036, 0.054]"
76651,0.221,0.779,"(0.139, 0.278]"
8735,0.054000000000000006,0.946,"(0.036, 0.054]"
57625,0.052000000000000005,0.948,"(0.036, 0.054]"
27871,0.073,0.927,"(0.054, 0.083]"
43022,0.051,0.949,"(0.036, 0.054]"
63435,0.02,0.98,"(0.012, 0.022]"
59521,0.015,0.985,"(0.012, 0.022]"
99686,0.071,0.929,"(0.054, 0.083]"
44442,0.0,1.0,"(-0.001, 0.002]"
48064,0.055999999999999994,0.944,"(0.054, 0.083]"
85939,0.065,0.935,"(0.054, 0.083]"
7803,0.34600000000000003,0.6539999999999999,"(0.278, 1.0]"
14416,0.013999999999999999,0.986,"(0.012, 0.022]"
15943,0.002,0.998,"(-0.001, 0.002]"
14882,0.04,0.96,"(0.036, 0.054]"
3451,0.02,0.98,"(0.012, 0.022]"
36558,0.002,0.998,"(-0.001, 0.002]"
29653,0.01,0.99,"(0.002, 0.012]"
23696,0.03,0.97,"(0.022, 0.036]"
76005,0.057999999999999996,0.942,"(0.054, 0.083]"
35983,0.032,0.968,"(0.022, 0.036]"
23040,0.0,1.0,"(-0.001, 0.002]"
28751,0.08900000000000001,0.911,"(0.083, 0.139]"
37860,0.052000000000000005,0.948,"(0.036, 0.054]"
64150,0.078,0.922,"(0.054, 0.083]"
27880,0.163,0.837,"(0.139, 0.278]"
97115,0.249,0.751,"(0.139, 0.278]"
30565,0.11900000000000001,0.881,"(0.083, 0.139]"
49267,0.018000000000000002,0.982,"(0.012, 0.022]"
97624,0.057,0.943,"(0.054, 0.083]"
55779,0.012,0.988,"(0.002, 0.012]"
19035,0.021,0.979,"(0.012, 0.022]"
13811,0.011000000000000001,0.989,"(0.002, 0.012]"
37342,0.062,0.938,"(0.054, 0.083]"
52213,0.0,1.0,"(-0.001, 0.002]"
4294,0.0,1.0,"(-0.001, 0.002]"
28341,0.321,0.679,"(0.278, 1.0]"
32455,0.016,0.984,"(0.012, 0.022]"
59859,0.02,0.98,"(0.012, 0.022]"
61048,0.015,0.985,"(0.012, 0.022]"
55055,0.11199999999999999,0.888,"(0.083, 0.139]"
14433,0.015,0.985,"(0.012, 0.022]"
58763,0.105,0.895,"(0.083, 0.139]"
62467,0.001,0.999,"(-0.001, 0.002]"
78010,0.43799999999999994,0.562,"(0.278, 1.0]"
5735,0.018000000000000002,0.982,"(0.012, 0.022]"
56520,0.03,0.97,"(0.022, 0.036]"
27874,0.002,0.998,"(-0.001, 0.002]"
54970,0.053,0.947,"(0.036, 0.054]"
74538,0.057999999999999996,0.942,"(0.054, 0.083]"
37709,0.005,0.995,"(0.002, 0.012]"
45142,0.008,0.992,"(0.002, 0.012]"
6510,0.132,0.868,"(0.083, 0.139]"
21660,0.064,0.9359999999999999,"(0.054, 0.083]"
30833,0.026000000000000002,0.974,"(0.022, 0.036]"
47838,0.027000000000000003,0.973,"(0.022, 0.036]"
12758,0.066,0.9339999999999999,"(0.054, 0.083]"
71082,0.006999999999999999,0.993,"(0.002, 0.012]"
12196,0.066,0.9339999999999999,"(0.054, 0.083]"
25053,0.0,1.0,"(-0.001, 0.002]"
90704,0.45,0.55,"(0.278, 1.0]"
30527,0.012,0.988,"(0.002, 0.012]"
40019,0.036000000000000004,0.964,"(0.022, 0.036]"
19022,0.08199999999999999,0.918,"(0.054, 0.083]"
13838,0.006999999999999999,0.993,"(0.002, 0.012]"
30609,0.076,0.924,"(0.054, 0.083]"
57769,0.048,0.952,"(0.036, 0.054]"
70543,0.012,0.988,"(0.002, 0.012]"
77485,0.28300000000000003,0.717,"(0.278, 1.0]"
29128,0.006,0.994,"(0.002, 0.012]"
59752,0.032,0.968,"(0.022, 0.036]"
70515,0.125,0.875,"(0.083, 0.139]"
81252,0.039,0.961,"(0.036, 0.054]"
12487,0.034,0.966,"(0.022, 0.036]"
12594,0.203,0.7969999999999999,"(0.139, 0.278]"
13329,0.066,0.9339999999999999,"(0.054, 0.083]"
1922,0.012,0.988,"(0.002, 0.012]"
27341,0.002,0.998,"(-0.001, 0.002]"
68826,0.046,0.954,"(0.036, 0.054]"
34217,0.012,0.988,"(0.002, 0.012]"
37880,0.079,0.921,"(0.054, 0.083]"
70030,0.035,0.965,"(0.022, 0.036]"
52358,0.024,0.976,"(0.022, 0.036]"
52645,0.019,0.981,"(0.012, 0.022]"
27562,0.042,0.958,"(0.036, 0.054]"
8562,0.109,0.891,"(0.083, 0.139]"
15026,0.019,0.981,"(0.012, 0.022]"
38963,0.09699999999999999,0.903,"(0.083, 0.139]"
59875,0.045,0.955,"(0.036, 0.054]"
95379,0.175,0.825,"(0.139, 0.278]"
43135,0.008,0.992,"(0.002, 0.012]"
48006,0.019,0.981,"(0.012, 0.022]"
54893,0.013000000000000001,0.987,"(0.012, 0.022]"
95321,0.073,0.927,"(0.054, 0.083]"
15323,0.006999999999999999,0.993,"(0.002, 0.012]"
46511,0.008,0.992,"(0.002, 0.012]"
7064,0.39799999999999996,0.6020000000000001,"(0.278, 1.0]"
12443,0.092,0.908,"(0.083, 0.139]"
57004,0.042,0.958,"(0.036, 0.054]"
73742,0.253,0.747,"(0.139, 0.278]"
29689,0.001,0.999,"(-0.001, 0.002]"
28741,0.023,0.977,"(0.022, 0.036]"
69201,0.042,0.958,"(0.036, 0.054]"
4967,0.026000000000000002,0.974,"(0.022, 0.036]"
41095,0.076,0.924,"(0.054, 0.083]"
45113,0.008,0.992,"(0.002, 0.012]"
31301,0.102,0.898,"(0.083, 0.139]"
66534,0.023,0.977,"(0.022, 0.036]"
20057,0.142,0.858,"(0.139, 0.278]"
28338,0.138,0.862,"(0.083, 0.139]"
37387,0.019,0.981,"(0.012, 0.022]"
13634,0.024,0.976,"(0.022, 0.036]"
44643,0.006,0.994,"(0.002, 0.012]"
45218,0.025,0.975,"(0.022, 0.036]"
4055,0.008,0.992,"(0.002, 0.012]"
11796,0.02,0.98,"(0.012, 0.022]"
70819,0.139,0.861,"(0.083, 0.139]"
15312,0.013999999999999999,0.986,"(0.012, 0.022]"
47438,0.0,1.0,"(-0.001, 0.002]"
56055,0.027000000000000003,0.973,"(0.022, 0.036]"
60071,0.098,0.902,"(0.083, 0.139]"
14202,0.168,0.832,"(0.139, 0.278]"
2667,0.013000000000000001,0.987,"(0.012, 0.022]"
12083,0.025,0.975,"(0.022, 0.036]"
64747,0.038,0.962,"(0.036, 0.054]"
8560,0.03,0.97,"(0.022, 0.036]"
13456,0.025,0.975,"(0.022, 0.036]"
28726,0.162,0.838,"(0.139, 0.278]"
81641,0.10300000000000001,0.897,"(0.083, 0.139]"
10926,0.235,0.765,"(0.139, 0.278]"
16749,0.017,0.983,"(0.012, 0.022]"
63660,0.022000000000000002,0.978,"(0.012, 0.022]"
85708,0.213,0.787,"(0.139, 0.278]"
14025,0.011000000000000001,0.989,"(0.002, 0.012]"
5445,0.012,0.988,"(0.002, 0.012]"
24430,0.055,0.945,"(0.054, 0.083]"
741,0.995,0.0050000000000000044,"(0.278, 1.0]"
22503,0.006999999999999999,0.993,"(0.002, 0.012]"
26582,0.008,0.992,"(0.002, 0.012]"
61410,0.051,0.949,"(0.036, 0.054]"
61547,0.006,0.994,"(0.002, 0.012]"
71350,0.01,0.99,"(0.002, 0.012]"
13082,0.001,0.999,"(-0.001, 0.002]"
37049,0.046,0.954,"(0.036, 0.054]"
56514,0.036000000000000004,0.964,"(0.022, 0.036]"
10006,0.057,0.943,"(0.054, 0.083]"
37658,0.01,0.99,"(0.002, 0.012]"
40057,0.018000000000000002,0.982,"(0.012, 0.022]"
73028,0.023,0.977,"(0.022, 0.036]"
71943,0.16899999999999998,0.831,"(0.139, 0.278]"
42450,0.004,0.996,"(0.002, 0.012]"
54406,0.021,0.979,"(0.012, 0.022]"
32328,0.033,0.967,"(0.022, 0.036]"
27019,0.026000000000000002,0.974,"(0.022, 0.036]"
39735,0.006999999999999999,0.993,"(0.002, 0.012]"
79607,0.19899999999999998,0.801,"(0.139, 0.278]"
43318,0.003,0.997,"(0.002, 0.012]"
35452,0.051,0.949,"(0.036, 0.054]"
38230,0.015,0.985,"(0.012, 0.022]"
4049,0.008,0.992,"(0.002, 0.012]"
51246,0.028999999999999998,0.971,"(0.022, 0.036]"
45883,0.013000000000000001,0.987,"(0.012, 0.022]"
15419,0.038,0.962,"(0.036, 0.054]"
34756,0.125,0.875,"(0.083, 0.139]"
37051,0.019,0.981,"(0.012, 0.022]"
16875,0.006,0.994,"(0.002, 0.012]"
30624,0.054000000000000006,0.946,"(0.036, 0.054]"
43154,0.005,0.995,"(0.002, 0.012]"
76689,0.171,0.829,"(0.139, 0.278]"
52338,0.01,0.99,"(0.002, 0.012]"
56441,0.015,0.985,"(0.012, 0.022]"
85542,0.10300000000000001,0.897,"(0.083, 0.139]"
93523,0.168,0.832,"(0.139, 0.278]"
17372,0.156,0.844,"(0.139, 0.278]"
96041,0.132,0.868,"(0.083, 0.139]"
42044,0.01,0.99,"(0.002, 0.012]"
49435,0.032,0.968,"(0.022, 0.036]"
18434,0.106,0.894,"(0.083, 0.139]"
70112,0.061,0.9390000000000001,"(0.054, 0.083]"
89085,0.11199999999999999,0.888,"(0.083, 0.139]"
75141,0.478,0.522,"(0.278, 1.0]"
75975,0.08,0.92,"(0.054, 0.083]"
28160,0.008,0.992,"(0.002, 0.012]"
38451,0.03,0.97,"(0.022, 0.036]"
45118,0.024,0.976,"(0.022, 0.036]"
64856,0.005,0.995,"(0.002, 0.012]"
37143,0.022000000000000002,0.978,"(0.012, 0.022]"
49246,0.003,0.997,"(0.002, 0.012]"
87937,0.84,0.16000000000000003,"(0.278, 1.0]"
70341,0.015,0.985,"(0.012, 0.022]"
87043,0.156,0.844,"(0.139, 0.278]"
29638,0.012,0.988,"(0.002, 0.012]"
43102,0.001,0.999,"(-0.001, 0.002]"
24184,0.04,0.96,"(0.036, 0.054]"
32580,0.11800000000000001,0.882,"(0.083, 0.139]"
49615,0.023,0.977,"(0.022, 0.036]"
74370,0.038,0.962,"(0.036, 0.054]"
22734,0.201,0.7989999999999999,"(0.139, 0.278]"
30055,0.09,0.91,"(0.083, 0.139]"
46543,0.044000000000000004,0.956,"(0.036, 0.054]"
52301,0.024,0.976,"(0.022, 0.036]"
21536,0.001,0.999,"(-0.001, 0.002]"
38052,0.006999999999999999,0.993,"(0.002, 0.012]"
97004,0.027000000000000003,0.973,"(0.022, 0.036]"
37375,0.036000000000000004,0.964,"(0.022, 0.036]"
54171,0.002,0.998,"(-0.001, 0.002]"
16423,0.057,0.943,"(0.054, 0.083]"
35586,0.0,1.0,"(-0.001, 0.002]"
87001,0.21600000000000003,0.784,"(0.139, 0.278]"
96737,0.141,0.859,"(0.139, 0.278]"
97463,0.032,0.968,"(0.022, 0.036]"
27050,0.027000000000000003,0.973,"(0.022, 0.036]"
16743,0.018000000000000002,0.982,"(0.012, 0.022]"
49274,0.013000000000000001,0.987,"(0.012, 0.022]"
49283,0.023,0.977,"(0.022, 0.036]"
17324,0.077,0.923,"(0.054, 0.083]"
29570,0.013999999999999999,0.986,"(0.012, 0.022]"
47987,0.015,0.985,"(0.012, 0.022]"
4496,0.005,0.995,"(0.002, 0.012]"
17846,0.012,0.988,"(0.002, 0.012]"
28594,0.018000000000000002,0.982,"(0.012, 0.022]"
49946,0.015,0.985,"(0.012, 0.022]"
53588,0.015,0.985,"(0.012, 0.022]"
70377,0.0,1.0,"(-0.001, 0.002]"
36904,0.028999999999999998,0.971,"(0.022, 0.036]"
38260,0.016,0.984,"(0.012, 0.022]"
60421,0.085,0.915,"(0.083, 0.139]"
61559,0.057,0.943,"(0.054, 0.083]"
29168,0.006,0.994,"(0.002, 0.012]"
14772,0.012,0.988,"(0.002, 0.012]"
18249,0.006,0.994,"(0.002, 0.012]"
30185,0.011000000000000001,0.989,"(0.002, 0.012]"
52242,0.071,0.929,"(0.054, 0.083]"
44234,0.039,0.961,"(0.036, 0.054]"
54421,0.124,0.876,"(0.083, 0.139]"
43804,0.011000000000000001,0.989,"(0.002, 0.012]"
38917,0.0,1.0,"(-0.001, 0.002]"
17364,0.031,0.969,"(0.022, 0.036]"
66839,0.045,0.955,"(0.036, 0.054]"
18326,0.172,0.8280000000000001,"(0.139, 0.278]"
46371,0.027000000000000003,0.973,"(0.022, 0.036]"
4037,0.011000000000000001,0.989,"(0.002, 0.012]"
4849,0.015,0.985,"(0.012, 0.022]"
74653,0.083,0.917,"(0.054, 0.083]"
93660,0.961,0.039000000000000035,"(0.278, 1.0]"
29935,0.08199999999999999,0.918,"(0.054, 0.083]"
8827,0.057,0.943,"(0.054, 0.083]"
28456,0.036000000000000004,0.964,"(0.022, 0.036]"
32322,0.08800000000000001,0.912,"(0.083, 0.139]"
36441,0.017,0.983,"(0.012, 0.022]"
55073,0.017,0.983,"(0.012, 0.022]"
79845,0.9540000000000001,0.04599999999999993,"(0.278, 1.0]"
46126,0.006999999999999999,0.993,"(0.002, 0.012]"
63736,0.045,0.955,"(0.036, 0.054]"
72126,0.028999999999999998,0.971,"(0.022, 0.036]"
20119,0.051,0.949,"(0.036, 0.054]"
3809,0.009000000000000001,0.991,"(0.002, 0.012]"
3839,0.037000000000000005,0.963,"(0.036, 0.054]"
30428,0.182,0.8180000000000001,"(0.139, 0.278]"
3860,0.006999999999999999,0.993,"(0.002, 0.012]"
7852,0.107,0.893,"(0.083, 0.139]"
18240,0.06,0.94,"(0.054, 0.083]"
35580,0.009000000000000001,0.991,"(0.002, 0.012]"
83276,0.005,0.995,"(0.002, 0.012]"
24092,0.016,0.984,"(0.012, 0.022]"
30411,0.005,0.995,"(0.002, 0.012]"
35563,0.059000000000000004,0.941,"(0.054, 0.083]"
75563,0.027000000000000003,0.973,"(0.022, 0.036]"
18642,0.016,0.984,"(0.012, 0.022]"
76524,0.244,0.756,"(0.139, 0.278]"
8242,0.24600000000000002,0.754,"(0.139, 0.278]"
28453,0.409,0.591,"(0.278, 1.0]"
53020,0.017,0.983,"(0.012, 0.022]"
6375,0.052000000000000005,0.948,"(0.036, 0.054]"
27412,0.068,0.9319999999999999,"(0.054, 0.083]"
33036,0.131,0.869,"(0.083, 0.139]"
43412,0.038,0.962,"(0.036, 0.054]"
97396,0.08,0.92,"(0.054, 0.083]"
71235,0.019,0.981,"(0.012, 0.022]"
13862,0.024,0.976,"(0.022, 0.036]"
36043,0.061,0.9390000000000001,"(0.054, 0.083]"
54853,0.018000000000000002,0.982,"(0.012, 0.022]"
16134,0.01,0.99,"(0.002, 0.012]"
75251,0.17800000000000002,0.822,"(0.139, 0.278]"
75884,0.313,0.687,"(0.278, 1.0]"
40347,0.018000000000000002,0.982,"(0.012, 0.022]"
55003,0.046,0.954,"(0.036, 0.054]"
73463,0.013000000000000001,0.987,"(0.012, 0.022]"
12992,0.009000000000000001,0.991,"(0.002, 0.012]"
68959,0.11800000000000001,0.882,"(0.083, 0.139]"
32502,0.05,0.95,"(0.036, 0.054]"
52778,0.054000000000000006,0.946,"(0.036, 0.054]"
12122,0.028999999999999998,0.971,"(0.022, 0.036]"
49344,0.078,0.922,"(0.054, 0.083]"
51510,0.209,0.791,"(0.139, 0.278]"
49064,0.16699999999999998,0.833,"(0.139, 0.278]"
85540,0.43799999999999994,0.562,"(0.278, 1.0]"
13033,0.004,0.996,"(0.002, 0.012]"
18237,0.257,0.743,"(0.139, 0.278]"
21849,0.008,0.992,"(0.002, 0.012]"
26253,0.005,0.995,"(0.002, 0.012]"
27810,0.05,0.95,"(0.036, 0.054]"
26601,0.013999999999999999,0.986,"(0.012, 0.022]"
54520,0.024,0.976,"(0.022, 0.036]"
28605,0.02,0.98,"(0.012, 0.022]"
48096,0.005,0.995,"(0.002, 0.012]"
62690,0.0,1.0,"(-0.001, 0.002]"
16858,0.008,0.992,"(0.002, 0.012]"
54661,0.01,0.99,"(0.002, 0.012]"
55604,0.024,0.976,"(0.022, 0.036]"
96760,0.16899999999999998,0.831,"(0.139, 0.278]"
6412,0.048,0.952,"(0.036, 0.054]"
35221,0.025,0.975,"(0.022, 0.036]"
29055,0.023,0.977,"(0.022, 0.036]"
29682,0.032,0.968,"(0.022, 0.036]"
35546,0.011000000000000001,0.989,"(0.002, 0.012]"
30363,0.061,0.9390000000000001,"(0.054, 0.083]"
49756,0.012,0.988,"(0.002, 0.012]"
11697,0.055,0.945,"(0.054, 0.083]"
21750,0.002,0.998,"(-0.001, 0.002]"
65063,0.004,0.996,"(0.002, 0.012]"
22920,0.033,0.967,"(0.022, 0.036]"
65704,0.006999999999999999,0.993,"(0.002, 0.012]"
13439,0.022000000000000002,0.978,"(0.012, 0.022]"
71435,0.005,0.995,"(0.002, 0.012]"
97111,0.114,0.886,"(0.083, 0.139]"
4474,0.002,0.998,"(-0.001, 0.002]"
25248,0.0,1.0,"(-0.001, 0.002]"
41224,0.0,1.0,"(-0.001, 0.002]"
75426,0.033,0.967,"(0.022, 0.036]"
75473,0.079,0.921,"(0.054, 0.083]"
16625,0.004,0.996,"(0.002, 0.012]"
83254,0.047,0.953,"(0.036, 0.054]"
15461,0.008,0.992,"(0.002, 0.012]"
7721,0.23600000000000002,0.764,"(0.139, 0.278]"
79311,0.469,0.531,"(0.278, 1.0]"
17048,0.037000000000000005,0.963,"(0.036, 0.054]"
13602,0.16399999999999998,0.8360000000000001,"(0.139, 0.278]"
45159,0.003,0.997,"(0.002, 0.012]"
23102,0.033,0.967,"(0.022, 0.036]"
12458,0.25,0.75,"(0.139, 0.278]"
36040,0.005,0.995,"(0.002, 0.012]"
64424,0.035,0.965,"(0.022, 0.036]"
49425,0.013999999999999999,0.986,"(0.012, 0.022]"
72556,0.033,0.967,"(0.022, 0.036]"
72833,0.32899999999999996,0.671,"(0.278, 1.0]"
97017,0.0,1.0,"(-0.001, 0.002]"
44403,0.01,0.99,"(0.002, 0.012]"
40379,0.011000000000000001,0.989,"(0.002, 0.012]"
10987,0.11699999999999999,0.883,"(0.083, 0.139]"
17240,0.001,0.999,"(-0.001, 0.002]"
26541,0.005,0.995,"(0.002, 0.012]"
57039,0.022000000000000002,0.978,"(0.012, 0.022]"
84634,0.27399999999999997,0.726,"(0.139, 0.278]"
31831,0.013000000000000001,0.987,"(0.012, 0.022]"
59425,0.021,0.979,"(0.012, 0.022]"
35989,0.187,0.813,"(0.139, 0.278]"
38841,0.192,0.808,"(0.139, 0.278]"
81328,0.047,0.953,"(0.036, 0.054]"
27207,0.008,0.992,"(0.002, 0.012]"
47346,0.027999999999999997,0.972,"(0.022, 0.036]"
81240,0.077,0.923,"(0.054, 0.083]"
24639,0.002,0.998,"(-0.001, 0.002]"
43517,0.039,0.961,"(0.036, 0.054]"
54170,0.062,0.938,"(0.054, 0.083]"
40008,0.048,0.952,"(0.036, 0.054]"
47283,0.01,0.99,"(0.002, 0.012]"
17824,0.001,0.999,"(-0.001, 0.002]"
49094,0.040999999999999995,0.959,"(0.036, 0.054]"
39631,0.012,0.988,"(0.002, 0.012]"
80643,0.20600000000000002,0.794,"(0.139, 0.278]"
85321,0.36700000000000005,0.633,"(0.278, 1.0]"
17572,0.040999999999999995,0.959,"(0.036, 0.054]"
48757,0.027999999999999997,0.972,"(0.022, 0.036]"
30828,0.0,1.0,"(-0.001, 0.002]"
66523,0.038,0.962,"(0.036, 0.054]"
63565,0.013000000000000001,0.987,"(0.012, 0.022]"
68731,0.354,0.646,"(0.278, 1.0]"
45341,0.062,0.938,"(0.054, 0.083]"
72461,0.003,0.997,"(0.002, 0.012]"
45843,0.013999999999999999,0.986,"(0.012, 0.022]"
74451,0.005,0.995,"(0.002, 0.012]"
36875,0.018000000000000002,0.982,"(0.012, 0.022]"
45144,0.026000000000000002,0.974,"(0.022, 0.036]"
50013,0.033,0.967,"(0.022, 0.036]"
30259,0.026000000000000002,0.974,"(0.022, 0.036]"
29718,0.016,0.984,"(0.012, 0.022]"
45760,0.0,1.0,"(-0.001, 0.002]"
78071,0.536,0.46399999999999997,"(0.278, 1.0]"
32053,0.18100000000000002,0.819,"(0.139, 0.278]"
32464,0.046,0.954,"(0.036, 0.054]"
54173,0.025,0.975,"(0.022, 0.036]"
48739,0.016,0.984,"(0.012, 0.022]"
53598,0.055999999999999994,0.944,"(0.054, 0.083]"
77435,0.29600000000000004,0.704,"(0.278, 1.0]"
42459,0.003,0.997,"(0.002, 0.012]"
40146,0.021,0.979,"(0.012, 0.022]"
68632,0.084,0.916,"(0.083, 0.139]"
16053,0.0,1.0,"(-0.001, 0.002]"
31098,0.054000000000000006,0.946,"(0.036, 0.054]"
62321,0.027999999999999997,0.972,"(0.022, 0.036]"
5091,0.013999999999999999,0.986,"(0.012, 0.022]"
15940,0.053,0.947,"(0.036, 0.054]"
61546,0.02,0.98,"(0.012, 0.022]"
71110,0.09300000000000001,0.907,"(0.083, 0.139]"
75969,0.037000000000000005,0.963,"(0.036, 0.054]"
96750,0.106,0.894,"(0.083, 0.139]"
27839,0.019,0.981,"(0.012, 0.022]"
54837,0.034,0.966,"(0.022, 0.036]"
46157,0.013999999999999999,0.986,"(0.012, 0.022]"
48656,0.022000000000000002,0.978,"(0.012, 0.022]"
34737,0.155,0.845,"(0.139, 0.278]"
28585,0.092,0.908,"(0.083, 0.139]"
38313,0.0,1.0,"(-0.001, 0.002]"
75946,0.07200000000000001,0.9279999999999999,"(0.054, 0.083]"
2644,0.012,0.988,"(0.002, 0.012]"
54619,0.1,0.9,"(0.083, 0.139]"
30738,0.01,0.99,"(0.002, 0.012]"
7863,0.066,0.9339999999999999,"(0.054, 0.083]"
39040,0.005,0.995,"(0.002, 0.012]"
73737,0.09300000000000001,0.907,"(0.083, 0.139]"
49621,0.045,0.955,"(0.036, 0.054]"
55721,0.042,0.958,"(0.036, 0.054]"
49012,0.057999999999999996,0.942,"(0.054, 0.083]"
49088,0.012,0.988,"(0.002, 0.012]"
55322,0.033,0.967,"(0.022, 0.036]"
65740,0.07400000000000001,0.9259999999999999,"(0.054, 0.083]"
35541,0.006,0.994,"(0.002, 0.012]"
45053,0.0,1.0,"(-0.001, 0.002]"
45831,0.015,0.985,"(0.012, 0.022]"
71921,0.083,0.917,"(0.054, 0.083]"
11732,0.063,0.937,"(0.054, 0.083]"
13030,0.037000000000000005,0.963,"(0.036, 0.054]"
45686,0.005,0.995,"(0.002, 0.012]"
1010,0.019,0.981,"(0.012, 0.022]"
24747,0.026000000000000002,0.974,"(0.022, 0.036]"
56241,0.045,0.955,"(0.036, 0.054]"
21890,0.067,0.933,"(0.054, 0.083]"
46501,0.013999999999999999,0.986,"(0.012, 0.022]"
56360,0.006999999999999999,0.993,"(0.002, 0.012]"
49056,0.179,0.821,"(0.139, 0.278]"
78655,0.5670000000000001,0.43299999999999994,"(0.278, 1.0]"
34201,0.037000000000000005,0.963,"(0.036, 0.054]"
39092,0.004,0.996,"(0.002, 0.012]"
53103,0.055999999999999994,0.944,"(0.054, 0.083]"
67025,0.04,0.96,"(0.036, 0.054]"
14823,0.008,0.992,"(0.002, 0.012]"
30567,0.125,0.875,"(0.083, 0.139]"
32462,0.015,0.985,"(0.012, 0.022]"
98831,0.426,0.5740000000000001,"(0.278, 1.0]"
1370,0.045,0.955,"(0.036, 0.054]"
65633,0.009000000000000001,0.991,"(0.002, 0.012]"
12404,0.138,0.862,"(0.083, 0.139]"
39360,0.0,1.0,"(-0.001, 0.002]"
48179,0.10300000000000001,0.897,"(0.083, 0.139]"
24315,0.015,0.985,"(0.012, 0.022]"
64776,0.025,0.975,"(0.022, 0.036]"
71068,0.046,0.954,"(0.036, 0.054]"
968,0.978,0.02200000000000002,"(0.278, 1.0]"
24421,0.004,0.996,"(0.002, 0.012]"
29810,0.026000000000000002,0.974,"(0.022, 0.036]"
44824,0.037000000000000005,0.963,"(0.036, 0.054]"
59759,0.051,0.949,"(0.036, 0.054]"
94508,0.17,0.83,"(0.139, 0.278]"
12809,0.013999999999999999,0.986,"(0.012, 0.022]"
15728,0.004,0.996,"(0.002, 0.012]"
38677,0.042,0.958,"(0.036, 0.054]"
68064,0.021,0.979,"(0.012, 0.022]"
75424,0.23600000000000002,0.764,"(0.139, 0.278]"
21658,0.083,0.917,"(0.054, 0.083]"
36351,0.06,0.94,"(0.054, 0.083]"
6093,0.027000000000000003,0.973,"(0.022, 0.036]"
47459,0.001,0.999,"(-0.001, 0.002]"
83127,0.040999999999999995,0.959,"(0.036, 0.054]"
23603,0.183,0.817,"(0.139, 0.278]"
28318,0.11900000000000001,0.881,"(0.083, 0.139]"
42721,0.004,0.996,"(0.002, 0.012]"
97844,0.312,0.688,"(0.278, 1.0]"
47143,0.015,0.985,"(0.012, 0.022]"
49657,0.054000000000000006,0.946,"(0.036, 0.054]"
62535,0.017,0.983,"(0.012, 0.022]"
1436,0.039,0.961,"(0.036, 0.054]"
72153,0.006,0.994,"(0.002, 0.012]"
8751,0.071,0.929,"(0.054, 0.083]"
55917,0.107,0.893,"(0.083, 0.139]"
36091,0.017,0.983,"(0.012, 0.022]"
57555,0.012,0.988,"(0.002, 0.012]"
63624,0.013999999999999999,0.986,"(0.012, 0.022]"
38425,0.034,0.966,"(0.022, 0.036]"
43014,0.0,1.0,"(-0.001, 0.002]"
1375,0.057999999999999996,0.942,"(0.054, 0.083]"
27581,0.081,0.919,"(0.054, 0.083]"
72021,0.0,1.0,"(-0.001, 0.002]"
55981,0.002,0.998,"(-0.001, 0.002]"
38941,0.003,0.997,"(0.002, 0.012]"
44847,0.006,0.994,"(0.002, 0.012]"
48140,0.009000000000000001,0.991,"(0.002, 0.012]"
50674,0.006999999999999999,0.993,"(0.002, 0.012]"
94535,0.18100000000000002,0.819,"(0.139, 0.278]"
46553,0.10300000000000001,0.897,"(0.083, 0.139]"
62060,0.021,0.979,"(0.012, 0.022]"
53706,0.091,0.909,"(0.083, 0.139]"
49254,0.013999999999999999,0.986,"(0.012, 0.022]"
90058,0.818,0.18200000000000005,"(0.278, 1.0]"
24149,0.011000000000000001,0.989,"(0.002, 0.012]"
28756,0.077,0.923,"(0.054, 0.083]"
39094,0.001,0.999,"(-0.001, 0.002]"
57601,0.013000000000000001,0.987,"(0.012, 0.022]"
97331,0.083,0.917,"(0.054, 0.083]"
40734,0.004,0.996,"(0.002, 0.012]"
97148,0.26,0.74,"(0.139, 0.278]"
30178,0.134,0.866,"(0.083, 0.139]"
13116,0.083,0.917,"(0.054, 0.083]"
45850,0.003,0.997,"(0.002, 0.012]"
26288,0.0,1.0,"(-0.001, 0.002]"
1929,0.006999999999999999,0.993,"(0.002, 0.012]"
25168,0.022000000000000002,0.978,"(0.012, 0.022]"
60518,0.124,0.876,"(0.083, 0.139]"
98557,0.061,0.9390000000000001,"(0.054, 0.083]"
68873,0.034,0.966,"(0.022, 0.036]"
72846,0.051,0.949,"(0.036, 0.054]"
36477,0.032,0.968,"(0.022, 0.036]"
47523,0.111,0.889,"(0.083, 0.139]"
49256,0.033,0.967,"(0.022, 0.036]"
2838,0.005,0.995,"(0.002, 0.012]"
